Symbol,Name,Sector,Industry,,,,,,,$
TNYA,Tenaya Therapeutics,Consumer Durables,Specialty Chemicals,,,,,,,
TOAC,Talon 1 Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
TOACU,Talon 1 Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
TOI,The Oncology Institute,Health Care,Medical Specialities,,,,,,,
TOL,Toll Brothers,Capital Goods,Homebuilding,,,,,,,
TOMZ,TOMI Environmental Solutions, Acquisition, Acquisition,,,,,,,
TOPS,TOP Ships,Transportation,Marine Transportation,,,,,,,
TOST,Toast Class A,Technology,EDP Services,,,,,,,
TOUR,Tuniu Corporation American Depositary Shares, Acquisition, Acquisition,,,,,,,
TOWN,TowneBank,Finance,Major Banks,,,,,,,
TPB,Turning Point Brands,Consumer Non-Durables,Tobacco,,,,,,,
TPBA,TPB Acquisition Corporation I Class A Ordinary Share, Acquisition, Acquisition,,,,,,,
TPBAU,TPB Acquisition Corporation I Unit, Acquisition, Acquisition,,,,,,,
TPC,Tutor Perini Corporation,Capital Goods,Engineering & Construction,,,,,,,
TPG,TPG Class A,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
TPGY,TPG Pace Beneficial Finance Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
TPH,Tri Pointe Homes,Capital Goods,Homebuilding,,,,,,,
TPHS,Trinity Place Holdings,Consumer Services,Real Estate,,,,,,,
TPIC,TPI Composites,Technology,Industrial Machinery/Components,,,,,,,
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Production,,,,,,,
TPR,Tapestry,Consumer Non-Durables,Apparel,,,,,,,
TPST,Tempest Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TPTA,Terra Property Trust 600% Notes due 2026, Acquisition, Acquisition,,,,,,,
TPTX,Turning Point Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TPVG,TriplePoint Venture Growth BDC Corp,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
TPX,Tempur Sealy International,Consumer Durables,Home Furnishings,,,,,,,
TPZ,Tortoise Power and Energy Infrastructure Fund,Finance,Investment Managers,,,,,,,
TR,Tootsie Roll Industries,Consumer Non-Durables,Specialty Foods,,,,,,,
TRAQ,Trine II Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
TRC,Tejon Ranch Co,Finance,Major Banks,,,,,,,
TRCA,Twin Ridge Capital Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
TRDA,Entrada Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TREC,Trecora Resources, Acquisition, Acquisition,,,,,,,
TREE,LendingTree,Finance,Finance/Investors Services,,,,,,,
TREX,Trex Company, Acquisition, Acquisition,,,,,,,
TRGP,Targa Resources,Public Utilities,Natural Gas Distribution,,,,,,,
TRHC,Tabula Rasa HealthCare,Health Care,Medical/Nursing Services,,,,,,,
TRI,Thomson Reuters Corp Ordinary Shares, Acquisition, Acquisition,,,,,,,
TRIB,Trinity Biotech plc American Depositary Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
TRIN,Trinity Capital,Finance,Finance/Investors Services,,,,,,,
TRIP,TripAdvisor, Acquisition, Acquisition,,,,,,,
TRIS,Tristar Acquisition I Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
TRKA,Troika Media Group,Technology,Advertising,,,,,,,
TRMB,Trimble,Capital Goods,Industrial Machinery/Components,,,,,,,
TRMD,TORM plc Class A,Consumer Services,Marine Transportation,,,,,,,
TRMK,Trustmark Corporation,Finance,Major Banks,,,,,,,
TRMR,Tremor International Ltd American Depository Shares, Acquisition, Acquisition,,,,,,,
TRN,Trinity Industries,Capital Goods,Railroads,,,,,,,
TRNO,Terreno Realty Corporation,Consumer Services,Real Estate Investment Trusts,,,,,,,
TRNS,Transcat,Technology,Industrial Machinery/Components,,,,,,,
TRON,Corner Growth Acquisition Corp 2 Class A Ordinary Share,Finance,Business Services,,,,,,,
TRONU,Corner Growth Acquisition Corp 2 Units, Acquisition, Acquisition,,,,,,,
TROO,TROOPS ,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,
TROW,T Rowe Price Group,Finance,Investment Managers,,,,,,,
TROX,Tronox Holdings plc Ordinary Shares (UK),Basic Industries,Multi-Sector Companies,,,,,,,
TRP,TC Energy Corporation, Acquisition, Acquisition,,,,,,,
TRQ,Turquoise Hill Resources Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
TRS,TriMas Corporation,Technology,Industrial Machinery/Components,,,,,,,
TRST,TrustCo Bank Corp NY,Finance,Major Banks,,,,,,,
TRT,Trio-Tech International,Technology,Industrial Machinery/Components,,,,,,,
TRTL,TortoiseEcofin Acquisition Corp III Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
TRTN,Triton International Limited Common Shares,Technology,Diversified Commercial Services,,,,,,,
TRTX,TPG RE Finance Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
TRU,TransUnion,Technology,Advertising,,,,,,,
TRUP,Trupanion,Health Care,Medical Specialities,,,,,,,
TRV,The Travelers Companies,Finance,Property-Casualty Insurers,,,,,,,
TRVG,trivago NV American Depositary Shares,Technology,EDP Services,,,,,,,
TRVI,Trevi Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TRVN,Trevena,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TRX,Tanzanian Gold Corporation, Acquisition, Acquisition,,,,,,,
TS,Tenaris SA American Depositary Shares,Basic Industries,Steel/Iron Ore,,,,,,,
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Basic Industries,Metal Fabrications,,,,,,,
TSBK,Timberland Bancorp,Finance,Banks,,,,,,,
TSC,TriState Capital Holdings,Finance,Major Banks,,,,,,,
TSCAP,TriState Capital Holdings Dep Shs Rep 1/40th Int 675% Srs A Non-Cum Pfd Stock,Finance,Major Banks,,,,,,,
TSCBP,TriState Capital Holdings Depositary Share representing a 1/40th Interest in a Share of 6375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,,,,,,,
TSCO,Tractor Supply Company,Consumer Services,Other Specialty Stores,,,,,,,
TSE,Trinseo PLC Ordinary Shares ,Basic Industries,Major Chemicals,,,,,,,
TSEM,Tower Semiconductor Ltd Ordinary Shares,Technology,Semiconductors,,,,,,,
TSHA,Taysha Gene Therapies,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TSI,TCW Strategicome Fund,Finance,Investment Managers,,,,,,,
TSIB,Tishman Speyer Innovation Corp II Class A, Acquisition, Acquisition,,,,,,,
TSIBU,Tishman Speyer Innovation Corp II Unit, Acquisition, Acquisition,,,,,,,
TSLA,Tesla,Capital Goods,Auto Manufacturing,,,,,,,
TSLX,Sixth Street Specialty Lending,Finance,Investment Managers,,,,,,,
TSM,Taiwan Semiconductor Manufacturing Company Ltd,Technology,Semiconductors,,,,,,,
TSN,Tyson Foods,Consumer Non-Durables,Meat/Poultry/Fish,,,,,,,
TSP,TuSimple Holdings Class A,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
TSPQ,TCW Special Purpose Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
TSQ,Townsquare Media Class A,Technology,Advertising,,,,,,,
TSRI,TSR,Technology,EDP Services,,,,,,,
TSVT,2seventy bio ,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TT,Trane Technologies plc,Capital Goods,Industrial Machinery/Components,,,,,,,
TTC,Toro Company (The),Capital Goods,Tools/Hardware,,,,,,,
TTCF,Tattooed Chef Class A,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,
TTD,The Trade Desk Class A,Technology,EDP Services,,,,,,,
TTE,TotalEnergies SE,Energy,Oil & Gas Production,,,,,,,
TTEC,TTEC Holdings,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
TTEK,Tetra Tech,Consumer Services,Military/Government/Technical,,,,,,,
TTGT,TechTarget, Acquisition, Acquisition,,,,,,,
TTI,Tetra Technologies,Energy,Oil & Gas Production,,,,,,,
TTM,Tata Motors Ltd Tata Motors Limited,Capital Goods,Auto Manufacturing,,,,,,,
TTMI,TTM Technologies,Technology,Electrical Products,,,,,,,
TTNP,Titan Pharmaceuticals,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
TTOO,T2 Biosystems,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
TTP,Tortoise Pipeline & Energy Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
TTSH,Tile Shop Holdings,Consumer Services,Other Specialty Stores,,,,,,,
TTWO,Take-Two Interactive Software,Technology,Computer Software: Prepackaged Software,,,,,,,
TU,Telus Corporation Ordinary Shares, Acquisition, Acquisition,,,,,,,
TUEM,Tuesday Morning Corp,Miscellaneous,Diversified Commercial Services,,,,,,,
TUFN,Tufin Software Technologies Ltd Ordinary Shares,Technology,EDP Services,,,,,,,
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products,,,,,,,
TURN,180 Degree Capital Corp,Finance,Finance/Investors Services,,,,,,,
TUSK,Mammoth Energy Services, Acquisition, Acquisition,,,,,,,
TUYA,Tuya American Depositary Shares each representing one Class A Ordinary Share,Technology,Computer Software: Prepackaged Software,,,,,,,
TV,Grupo Televisa SA,Consumer Services,Broadcasting,,,,,,,
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,,,,,,,
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,,,,,,,
TVTX,Travere Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TVTY,Tivity Health,Health Care,Medical Specialities,,,,,,,
TW,Tradeweb Markets Class A,Finance,Investment Bankers/Brokers/Service,,,,,,,
TWCB,Bilander Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
TWI,Titan International (DE),Capital Goods,Industrial Machinery/Components,,,,,,,
TWIN,Twin Discorporated,Capital Goods,Industrial Machinery/Components,,,,,,,
TWKS,Thoughtworks Holding,Technology,EDP Services,,,,,,,
TWLO,Twilio Class A,Capital Goods,Industrial Machinery/Components,,,,,,,
TWLV,Twelve Seas Investment Company II Class A, Acquisition, Acquisition,,,,,,,
TWLVU,Twelve Seas Investment Company II Unit, Acquisition, Acquisition,,,,,,,
TWN,Taiwan Fund (The),Finance,Trusts Except Educational Religious and Charitable,,,,,,,
TWND,Tailwind Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
TWNI,Tailwind International Acquisition Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
TWNK,Hostess Brands Class A,Consumer Non-Durables,Specialty Foods,,,,,,,
TWO,Two Harbors Investment Corp,Consumer Services,Real Estate Investment Trusts,,,,,,,
TWOA,two Class A Ordinary Shares,Consumer Services,Real Estate Investment Trusts,,,,,,,
TWOU,2U,Miscellaneous,Service to the Health Industry,,,,,,,
TWST,Twist Bioscience Corporation,Health Care,Managed Health Care,,,,,,,
TWTR,Twitter,Technology,EDP Services,,,,,,,
TX,Ternium SA Ternium SA American Depositary Shares (each representing ten shares USD100 par value),Basic Industries,Steel/Iron Ore,,,,,,,
TXG,10x Genomics Class A,Health Care,Managed Health Care,,,,,,,
TXMD,TherapeuticsMD,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TXN,Texas Instrumentsorporated,Technology,Semiconductors,,,,,,,
TXRH,Texas Roadhouse,Consumer Services,Restaurants,,,,,,,
TXT,Textron,Capital Goods,Aerospace,,,,,,,
TY,Tri Continental Corporation,Finance,Finance Companies,,,,,,,
TYG,Tortoise Energy Infrastructure Corporation,Finance,Investment Managers,,,,,,,
TYL,Tyler Technologies,Technology,Computer Software: Prepackaged Software,,,,,,,
TYME,Tyme Technologies,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TYRA,Tyra Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
TZOO,Travelzoo,Technology,Advertising,,,,,,,
TZPS,TZP Strategies Acquisition Corp Class A Ordinary Share,Finance,Business Services,,,,,,,
TZPSU,TZP Strategies Acquisition Corp Unit,Finance,Business Services,,,,,,,
U,Unity Software,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
UA,Under Armour Class C,Consumer Non-Durables,Apparel,,,,,,,
UAA,Under Armour Class A,Consumer Non-Durables,Apparel,,,,,,,
UAL,United Airlines Holdings,Transportation,Air Freight/Delivery Services,,,,,,,
UAMY,United States Antimony Corporation, Acquisition, Acquisition,,,,,,,
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Basic Industries,Agricultural Chemicals,,,,,,,
UAVS,AgEagle Aerial Systems, Acquisition, Acquisition,,,,,,,
UBA,Urstadt Biddle Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
UBCP,United Bancorp,Finance,Major Banks,,,,,,,
UBER,Uber Technologies,Technology,EDP Services,,,,,,,
UBFO,United Security Bancshares,Finance,Major Banks,,,,,,,
UBOH,United Bancshares,Finance,Major Banks,,,,,,,
UBP,Urstadt Biddle Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
UBS,UBS Group AG Registered Ordinary Shares,Finance,Major Banks,,,,,,,
UBSI,United Bankshares,Finance,Major Banks,,,,,,,
UBX,Unity Biotechnology,Consumer Durables,Specialty Chemicals,,,,,,,
UCBI,United Community Banks,Finance,Major Banks,,,,,,,
UCBIO,United Community Banks Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,Finance,Major Banks,,,,,,,
UCL,uCloudlink Group American Depositary Shares,Consumer Services,Telecommunications Equipment,,,,,,,
UCTT,Ultra Clean Holdings,Technology,Semiconductors,,,,,,,
UDMY,Udemy, Acquisition, Acquisition,,,,,,,
UDR,UDR,Consumer Services,Real Estate Investment Trusts,,,,,,,
UE,Urban Edge Properties Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts,,,,,,,
UEC,Uranium Energy Corp,Basic Industries,Other Metals and Minerals,,,,,,,
UEIC,Universal Electronics,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,
UEPS,Net 1 UEPS Technologies,Technology,EDP Services,,,,,,,
UFAB,Unique Fabricating,Capital Goods,Auto Parts:OEM,,,,,,,
UFCS,United Fire Group,Finance,Property-Casualty Insurers,,,,,,,
UFI,Unifi New, Acquisition, Acquisition,,,,,,,
UFPI,UFP Industries,Basic Industries,Forest Products,,,,,,,
UFPT,UFP Technologies,Health Care,Medical/Dental Instruments,,,,,,,
UG,United-Guardian,Consumer Non-Durables,Package Goods/Cosmetics,,,,,,,
UGI,UGI Corporation,Public Utilities,Natural Gas Distribution,,,,,,,
UGIC,UGI Corporation Corporate Units,Public Utilities,Natural Gas Distribution,,,,,,,
UGP,Ultrapar Participacoes SA (New) American Depositary Shares (Each representing one Common Share),Energy,Oil Refining/Marketing,,,,,,,
UGRO,urban-gro,Capital Goods,Industrial Machinery/Components,,,,,,,
UHAL,Amerco,Miscellaneous,Rental/Leasing Companies,,,,,,,
UHS,Universal Health Services,Health Care,Hospital/Nursing Management,,,,,,,
UHT,Universal Health Realtyome Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
UI,Ubiquiti,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,
UIHC,United Insurance Holdings Corp,Finance,Property-Casualty Insurers,,,,,,,
UIS,Unisys Corporation New,Technology,EDP Services,,,,,,,
UK,Ucommune International Ltd Ordinary Shares,Miscellaneous,Business Services,,,,,,,
UL,Unilever PLC,Consumer Non-Durables,Package Goods/Cosmetics,,,,,,,
ULBI,Ultralife Corporation,Technology,Electronic Components,,,,,,,
ULCC,Frontier Group Holdings,Transportation,Air Freight/Delivery Services,,,,,,,
ULH,Universal Logistics Holdings,Transportation,Trucking Freight/Courier Services,,,,,,,
ULTA,Ulta Beauty, Acquisition, Acquisition,,,,,,,
UMBF,UMB Financial Corporation,Finance,Commercial Banks,,,,,,,
UMC,United Microelectronics Corporation (NEW),Technology,Semiconductors,,,,,,,
UMH,UMH Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
UMPQ,Umpqua Holdings Corporation,Finance,Commercial Banks,,,,,,,
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers,,,,,,,
UNB,Union Bankshares,Finance,Major Banks,,,,,,,
UNCY,Unicycive Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
UNF,Unifirst Corporation,Miscellaneous,Business Services,,,,,,,
UNFI,United Natural Foods,Consumer Non-Durables,Food Distributors,,,,,,,
UNH,UnitedHealth Grouporporated (DE),Health Care,Medical Specialities,,,,,,,
UNIT,Uniti Group,Consumer Services,Real Estate Investment Trusts,,,,,,,
UNM,Unum Group,Finance,Accident &Health Insurance,,,,,,,
UNMA,Unum Group 6250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance,,,,,,,
UNP,Union Pacific Corporation,Transportation,Railroads,,,,,,,
UNTY,Unity Bancorp,Finance,Major Banks,,,,,,,
UNVR,Univar Solutions,Basic Industries,Specialty Chemicals,,,,,,,
UONE,Urban One Class A,Consumer Services,Broadcasting,,,,,,,
UONEK,Urban One Class D,Consumer Services,Broadcasting,,,,,,,
UP,Wheels Up Experience Class A,Transportation,Aerospace,,,,,,,
UPC,Universe Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
UPH,UpHealth,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
UPLD,Upland Software,Technology,EDP Services,,,,,,,
UPS,United Parcel Service,Transportation,Air Freight/Delivery Services,,,,,,,
UPST,Upstart Holdings,Finance,Finance: Consumer Services,,,,,,,
UPTD,TradeUP Acquisition Corp, Acquisition, Acquisition,,,,,,,
UPTDU,TradeUP Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
UPWK,Upwork, Acquisition, Acquisition,,,,,,,
URBN,Urban Outfitters,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,,,
URG,Ur Energy Common Shares (Canada), Acquisition, Acquisition,,,,,,,
URGN,UroGen Pharma Ltd Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
URI,United Rentals,Technology,Diversified Commercial Services,,,,,,,
UROY,Uranium Royalty Corp, Acquisition, Acquisition,,,,,,,
USA,Liberty All-Star Equity Fund,Finance,Finance Companies,,,,,,,
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment,,,,,,,
USAK,USA Truck,Transportation,Trucking Freight/Courier Services,,,,,,,
USAP,Universal Stainless & Alloy Products,Basic Industries,Steel/Iron Ore,,,,,,,
USAS,Americas Gold and Silver Corporation Common Shares no par value, Acquisition, Acquisition,,,,,,,
USAU,US Gold Corp,Basic Industries,Precious Metals,,,,,,,
USB,US Bancorp,Finance,Major Banks,,,,,,,
USCB,USCB Financial Holdings Class A,Finance,Major Banks,,,,,,,
USCT,TKB Critical Technologies 1 Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
USCTU,TKB Critical Technologies 1 Unit, Acquisition, Acquisition,,,,,,,
USDP,USD Partners LP Common Units representing limited partner interest,Transportation,Railroads,,,,,,,
USEG,US Energy Corp,Energy,Oil & Gas Production,,,,,,,
USER,UserTesting,Technology,Computer Software: Prepackaged Software,,,,,,,
USFD,US Foods Holding Corp,Consumer Non-Durables,Food Distributors,,,,,,,
USIO,Usio,Technology,EDP Services,,,,,,,
USLM,United States Lime & Minerals,Energy,Other Metals and Minerals,,,,,,,
USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,,,,,,,
USNA,USANA Health Sciences,Consumer Durables,Specialty Chemicals,,,,,,,
USPH,US Physical Therapy,Health Care,Medical Specialities,,,,,,,
USWS,US Well Services Class A,Energy,Metal Fabrications,,,,,,,
USX,US Xpress Enterprises Class A,Transportation,Trucking Freight/Courier Services,,,,,,,
UTAAU,UTA Acquisition Corporation Units, Acquisition, Acquisition,,,,,,,
UTF,Cohen & Steers Infrastructure Fund,Finance,Finance Companies,,,,,,,
UTG,Reaves Utilityome Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
UTHR,United Therapeutics Corporation,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
UTI,Universal Technical Institute, Acquisition, Acquisition,,,,,,,
UTL,UNITIL Corporation,Public Utilities,Power Generation,,,,,,,
UTMD,Utah Medical Products,Health Care,Medical/Dental Instruments,,,,,,,
UTME,UTime Limited Ordinary Shares,Energy,Consumer Electronics/Appliances,,,,,,,
UTRS,Minerva Surgical,Technology,Computer Software: Prepackaged Software,,,,,,,
UTSI,UTStarcom Holdings Corp,Capital Goods,Telecommunications Equipment,,,,,,,
UTZ,Utz Brands Class A ,Consumer Non-Durables,Specialty Foods,,,,,,,
UUU,Universal Security Instruments,Miscellaneous,Diversified Manufacture,,,,,,,
UUUU,Energy Fuels (Canada), Acquisition, Acquisition,,,,,,,
UVE,UNIVERSAL INSURANCE HOLDINGS,Finance,Property-Casualty Insurers,,,,,,,
UVSP,Univest Financial Corporation,Finance,Major Banks,,,,,,,
UVV,Universal Corporation,Consumer Non-Durables,Tobacco,,,,,,,
UWMC,UWM Holdings Corporation Class A,Finance,Finance: Consumer Services,,,,,,,
UXIN,Uxin Limited ADS,Miscellaneous,Business Services,,,,,,,
UZD,United States Cellular Corporation 6250% Senior Notes due 2069,Public Utilities,Telecommunications Equipment,,,,,,,
UZE,United States Cellular Corporation 5500% Senior Notes due 2070,Public Utilities,Telecommunications Equipment,,,,,,,
UZF,United States Cellular Corporation 5500% Senior Notes due 2070,Public Utilities,Telecommunications Equipment,,,,,,,
V,Visa,Miscellaneous,Business Services,,,,,,,
VABK,Virginia National Bankshares Corporation,Finance,Major Banks,,,,,,,
VAC,Marriott Vacations Worldwide Corporation,Consumer Services,Hotels/Resorts,,,,,,,
VACC,Vaccitech plc American Depositary Shares, Acquisition, Acquisition,,,,,,,
VAL,Valaris Limited Common Shares,Energy,Oil & Gas Production,,,,,,,
VALE,VALE SA  American Depositary Shares Each Representing one common share,Basic Industries,Steel/Iron Ore,,,,,,,
VALN,Valneva SE American Depositary Shares, Acquisition, Acquisition,,,,,,,
VALU,Value Line,Technology,Advertising,,,,,,,
VAPO,Vapotherm,Health Care,Medical/Dental Instruments,,,,,,,
VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,Finance,Business Services,,,,,,,
VATE,INNOVATE Corp,Consumer Services,Military/Government/Technical,,,,,,,
VAXX,Vaxxinity Class A,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VBF,Invesco Bond Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VBFC,Village Bank and Trust Financial Corp,Finance,Major Banks,,,,,,,
VBIV,VBI Vaccines New (Canada), Acquisition, Acquisition,,,,,,,
VBLT,Vascular Biogenics Ltd Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VBNK,VersaBank Common Shares, Acquisition, Acquisition,,,,,,,
VBOCU,Viscogliosi Brothers Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
VBTX,Veritex Holdings,Finance,Major Banks,,,,,,,
VC,Visteon Corporation,Capital Goods,Auto Parts:OEM,,,,,,,
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
VCIF,Vertical Capitalome Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,,,,,,
VCKA,Vickers Vantage Corp I Ordinary Shares,Finance,Business Services,,,,,,,
VCKAU,Vickers Vantage Corp I Unit,Finance,Business Services,,,,,,,
VCNX,Vaccinex,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VCSA,Vacasa Class A,Technology,Computer Software: Prepackaged Software,,,,,,,
VCTR,Victory Capital Holdings Class A,Finance,Investment Managers,,,,,,,
VCV,Invesco California Value Municipalome Trust,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VCXA,10X Capital Venture Acquisition Corp II Class A Ordinary Share, Acquisition, Acquisition,,,,,,,
VCXAU,10X Capital Venture Acquisition Corp II Unit, Acquisition, Acquisition,,,,,,,
VCYT,Veracyte,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VEC,Vectrus, Acquisition, Acquisition,,,,,,,
VECO,Veeco Instruments,Technology,Semiconductors,,,,,,,
VECT,VectivBio Holding AG Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
VEEE,Twin Vee PowerCats Co,Consumer Services,Other Specialty Stores,,,,,,,
VEEV,Veeva Systems Class A,Health Care,Managed Health Care,,,,,,,
VEL,Velocity Financial,Finance,Finance: Consumer Services,,,,,,,
VELO,Velocity Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
VELOU,Velocity Acquisition Corp Units, Acquisition, Acquisition,,,,,,,
VENA,Venus Acquisition Corporation Ordinary Shares,Technology,EDP Services,,,,,,,
VEON,VEON Ltd ADS,Public Utilities,Telecommunications Equipment,,,,,,,
VERA,Vera Therapeutics Class A,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VERB,Verb Technology Company,Technology,EDP Services,,,,,,,
VERI,Veritone,Technology,EDP Services,,,,,,,
VERO,Venus Concept,Health Care,Medical/Dental Instruments,,,,,,,
VERU,Veru,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VERV,Verve Therapeutics,Consumer Durables,Specialty Chemicals,,,,,,,
VERX,Vertex Class A,Technology,EDP Services,,,,,,,
VERY,Vericity,Finance,Life Insurance,,,,,,,
VET,Vermilion Energy Common (Canada), Acquisition, Acquisition,,,,,,,
VEV,Vicinity Motor Corp,Capital Goods,Building Materials,,,,,,,
VFC,VF Corporation,Consumer Non-Durables,Apparel,,,,,,,
VFF,Village Farms International Common Shares, Acquisition, Acquisition,,,,,,,
VFL,Delaware Investments National Municipalome Fund,Finance,Finance/Investors Services,,,,,,,
VG,Vonage Holdings Corp,Public Utilities,Telecommunications Equipment,,,,,,,
VGFC,The Very Good Food Company Common Shares,Basic Industries,Precious Metals,,,,,,,
VGI,Virtus Global Multi-Sectorome Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
VGII,Virgin Group Acquisition Corp II Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
VGM,Invesco Trust for Investment Grade Municipals (DE),Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VGR,Vector Group Ltd,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,
VGZ,Vista Gold Corp, Acquisition, Acquisition,,,,,,,
VHAQ,Viveon Health Acquisition Corp, Acquisition, Acquisition,,,,,,,
VHC,VirnetX Holding Corp,Miscellaneous,Multi-Sector Companies,,,,,,,
VHI,Valhi,Basic Industries,Multi-Sector Companies,,,,,,,
VHNA,Vahanna Tech Edge Acquisition I Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
VHNAU,Vahanna Tech Edge Acquisition I Corp Units, Acquisition, Acquisition,,,,,,,
VIA,Via Renewables Class A,Public Utilities,Power Generation,,,,,,,
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share,Technology,Semiconductors,,,,,,,
VIASP,Via Renewables 875% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Public Utilities,Power Generation,,,,,,,
VIAV,Viavi Solutions,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,
VICI,VICI Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components,,,,,,,
VIEW,View Class A, Acquisition, Acquisition,,,,,,,
VIGL,Vigil Neuroscience,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
